21,20,20,3
5.1173463,-7.712721,7.7525935,-4.7452765,-4.6250744,10.467187,2.1173217,-3.3217905,-0.80382746,-2.4346638,13.568184,2.0181277,-7.648323,6.0053425,4.3786592,-1.1940118,-0.7211158,8.82815,-8.0843315,3.994992,-10.659815
-2.4515045,0.14579651,11.139109,2.2897205,11.543808,5.281685,2.993243,0.61207056,0.8526241,0.71942466,4.743733,2.5889578,-12.24675,-0.26188853,0.033548735,-10.781939,-3.7338398,-13.081247,2.7886357,16.152018,-1.4322609
10.922344,6.9927,-10.648457,2.4218278,-7.6918755,-8.586808,-7.3404675,2.952838,2.506327,-7.353108,-3.4165947,15.272553,-1.0131514,-10.881082,13.754937,3.465308,-0.21608852,11.828842,4.938256,-2.5600877,-2.047608
-10.897049,11.40966,-6.090626,8.390089,-1.3078378,-6.305185,-2.9648435,-14.270714,2.2486627,-11.220195,-8.380563,-3.2524745,-4.273051,-1.7120986,-0.69062406,-14.143691,9.22252,-16.89794,9.173342,6.5266924,5.887637
14.559253,-9.487062,9.951756,-7.9739575,2.6055925,5.8143473,-2.7913735,-10.799823,-10.417618,2.55881,18.335045,22.180374,-8.82902,-8.907054,-1.2000425,9.780121,8.477622,-4.0836735,-5.271933,0.48131105,-2.5317101
-6.97332,6.5469446,-13.567417,12.101219,11.90422,-9.543106,-9.728224,4.4776344,1.3815885,-5.096829,-5.8970375,1.606365,5.4358854,-1.8040287,7.4809947,12.377351,8.170416,1.6108828,-8.444818,2.922397,-9.249201
-6.0157046,4.3272614,1.7635461,9.315252,-3.677322,8.6382885,3.8934767,17.38118,2.599988,-3.623043,-0.077026114,0.2911456,10.370697,-3.8935773,-12.934549,19.555857,-0.03977173,-0.9137882,-6.7311783,-3.2277083,-4.4621468
-8.728571,0.83215,-4.9989133,-7.661908,14.104612,-2.9284654,-12.803103,2.0219653,-2.955282,-2.8743055,8.826292,-14.499359,2.363945,8.53174,-1.3300596,7.1725597,-7.0829067,-4.724101,-7.8601832,-8.224559,-5.8842926
14.088787,1.5413431,6.2375703,4.663861,-1.1853203,-6.8769054,-11.605171,2.0228121,13.753022,2.0962543,14.129935,0.44901925,-17.622204,1.3735497,2.9195743,3.8812363,16.851261,-13.049169,-4.2709618,-0.9546067,-8.838002
-5.1095505,-21.20477,2.841443,11.199338,-2.1833436,12.362841,1.9120324,-0.47888055,3.374934,4.7137394,-13.088963,13.727821,7.167921,-7.0758433,-2.319397,9.953625,2.8920894,-3.7982266,9.164256,1.4619838,-11.082174
-1.5319858,-3.7845063,8.471615,-5.5062456,-6.132889,10.028071,-9.519772,5.6813526,-6.274204,5.643298,17.92737,3.99204,0.5345563,11.227371,1.5975978,6.883506,-3.7222614,-11.86045,4.042704,0.72764003,-3.3272228
-4.1435533,-0.057855368,-14.232738,9.475895,1.1618272,-5.485805,6.0566616,-4.5993643,1.620958,-0.92379385,4.0835333,2.0587876,6.782509,6.243757,-9.3008995,-6.472199,-6.5719104,3.1196966,5.8281145,7.6754003,12.072776
5.066161,2.017442,9.592574,2.4573224,8.243011,-8.618111,-6.936235,-1.7069013,7.1466045,9.614433,6.667763,0.11613476,6.32567,-8.317404,7.6880646,9.125905,-4.749754,11.985722,0.1470679,2.6435654,1.3241048
13.257446,-4.8699875,5.545807,-2.546808,-9.930526,9.56695,4.252799,0.94204795,-14.298374,-8.154993,-5.2941213,3.8231728,-15.561628,-0.61953145,-2.8513699,8.311893,3.3040915,8.483933,8.2706785,0.5767708,-7.6997466
-3.44848,-0.22309843,0.61180884,11.699401,9.092412,10.773146,-10.3302965,4.0911207,-9.647631,-2.8031301,17.942484,-6.0550632,2.4845247,-5.0843225,-14.727975,-0.4073929,-9.465794,29.301756,-8.114868,-0.13078843,11.576697
1.2573471,1.7040521,-4.331968,-6.0277424,-2.8472629,1.1927124,-11.442931,14.770676,10.165237,2.0544157,5.825033,-2.3089702,-9.839034,-3.3462605,-9.40005,-13.701973,0.10285048,14.534017,-0.24961503,-11.374795,-14.849199
11.536127,3.2573323,-1.7880774,-16.877384,-2.3045115,4.4845843,5.4222417,-2.4246004,-6.3511605,11.608868,-7.353757,-6.0572577,5.4272313,-15.614514,1.7148947,-3.1211214,-1.7465805,-8.338507,8.953078,5.620288,-5.4191256
-3.1608307,4.929938,-11.908832,-9.472803,-9.921898,-5.764339,-6.2981777,-5.8598204,10.451928,10.907472,-5.827326,10.013114,-6.267671,0.27618715,-8.744997,-8.173608,10.410389,4.5046954,9.890637,1.9953694,-2.3592267
-1.6849848,-4.1704507,4.2808523,-5.808897,2.3089428,-2.5195389,13.185683,12.473865,13.574146,-9.347353,-13.354085,-2.067155,0.9758205,-9.356303,-4.9075947,-16.791624,9.033928,-0.70796406,-12.340692,-12.820545,9.230734
-1.403602,4.3615947,-2.0195777,-8.470612,-4.3230047,0.2950584,-5.8539076,-0.21316947,-8.449056,-2.7605727,7.557523,0.8930293,-5.6473384,0.6853176,3.4592223,6.740176,-8.17449,-0.11619264,-2.7982259,7.7791805,-3.2059927
2.1360688,9.844613,13.846379,-2.2542121,1.9591073,2.0665283,-1.3311397,-13.336986,-14.673845,14.50582,-7.578415,-20.439074,11.873517,20.903679,3.5268512,-4.8328524,8.486596,-3.4055552,-1.5070385,16.670267
-0.26184586,5.6882987,-2.9975631,-6.6896777,15.641929,0.85708266,-0.3617333,-1.3266864,2.5639675,5.380352,-1.84973,-1.5586497,-2.5234876,-2.156103,-6.122175,-16.109404,10.474072,-3.7464225,1.9084592,4.913592
12.967878,2.8999245,5.5611725,1.8287933,-4.034375,5.296162,7.8763924,-8.889207,3.411124,-1.9637794,-4.542636,-0.3219986,19.111927,-3.0832324,0.26240304,1.4845489,12.941843,-5.5563517,0.81587446,4.884322
14.209831,-18.180372,6.6252294,2.0230517,-11.685558,3.2117174,-4.727239,-17.342102,8.577718,7.36878,6.092826,-1.9829332,-0.9998347,-8.617946,0.65516126,-4.211778,14.193219,4.2441564,0.39587224,-2.6011295
-5.90334,-8.331323,-1.028907,14.630846,-0.8459712,-4.5560603,-7.5992165,-13.387528,-7.2438016,-5.369967,-0.11401534,8.393376,-8.904807,-4.3196144,-4.9386234,-0.54449546,17.510807,-0.67161286,-2.794368,0.10367952
12.958702,7.985346,-0.15541078,-1.7565482,0.26168165,9.473867,-2.7257974,-10.329053,5.6607394,-11.3166065,-3.2571583,-3.0351708,8.711831,-0.30509093,-1.5549164,-6.945473,-4.25558,-2.33966,7.034897,-12.7128315
-15.337556,-9.493557,-6.870539,-1.3628888,-5.4645624,-3.3901753,11.808758,2.7631888,-14.641006,4.972351,-2.03711,-0.4581498,8.701948,15.154218,-18.197681,-3.4132972,-1.3716197,-7.0085855,2.0199277,-1.3665366
2.1760385,-2.7032278,-1.0703374,-3.071275,-1.5302424,-5.596775,2.7286901,-4.898444,-6.0965214,-15.10488,3.581272,-13.4075,7.8452168,13.577124,12.167046,10.189464,-4.472163,-11.72061,-1.7057539,-2.8414826
9.655348,-6.278558,-0.93082273,6.37734,2.1167512,-0.6574241,2.2497342,1.7275472,-3.918623,0.4374867,2.005133,1.8580636,-7.826817,-9.171784,12.602746,5.036242,3.8572295,-8.340722,8.160787,-2.6862378
-2.9595294,6.22676,-6.581921,7.6496143,-4.0450525,-6.2696447,-1.1935686,-4.650833,-1.6764629,0.73750246,-4.054011,6.624703,-3.4098284,1.9974749,-2.131008,1.8059868,8.997828,-2.0579948,10.271964,0.53694016
-1.8618102,3.7338278,3.831538,9.247272,2.904283,16.475573,1.9478939,4.8269877,-2.8555567,-3.7345848,7.0903034,3.8403738,5.2821603,-4.1225038,16.225016,-10.011824,-5.875716,12.823635,-2.6458833,5.099105
-8.778769,0.3911297,5.305899,-5.664669,-1.6210111,4.9682307,0.60641545,-6.139903,-2.0191474,4.554751,-14.657173,12.250423,5.1749105,1.2444307,-6.5397573,6.688252,-1.4252574,-4.689539,4.4979362,2.293684
11.857548,3.9206908,-2.981946,9.43015,1.8563942,5.2374597,4.0356936,3.3345592,-4.704252,5.61996,2.7503388,-10.9105425,-7.9401746,-6.188656,-0.18025997,-2.214182,-6.9117646,2.6274908,5.155511,-8.066804
-13.242552,1.6255151,13.689078,6.988726,0.316392,-2.3193164,-4.2835035,4.685794,0.6013533,4.152317,-2.2758942,18.835186,7.0825257,7.504578,19.065798,0.9603516,-5.596342,3.1981008,-6.9476504,3.0976264
8.280484,-6.537655,-1.6061215,-3.0698774,-4.373031,-10.766811,9.246656,4.2239227,-8.017151,-1.8585806,-7.4250793,-3.8344634,2.7009082,1.4875284,16.813791,-15.210959,2.2450244,5.1936903,-1.4619339,-2.809701
1.5924175,-5.894967,-1.4173989,1.7986426,3.0168586,-2.675509,9.100582,2.4075022,1.7601858,-5.826353,-20.883219,13.331525,-3.2043405,4.4725437,-9.078744,0.057642333,7.3533807,-3.5079532,-11.094144,-0.0047029983
-12.750447,2.9944453,-5.9698653,14.974345,-6.43489,14.030133,-4.281317,5.0972366,-9.379966,-8.079752,1.9623591,-4.7026367,7.0511794,4.922273,6.9580708,-15.131996,-6.6862154,15.84925,7.6929626,4.5283265
-7.495268,-14.466247,-6.877521,-10.945185,7.113607,-3.3102038,-2.4734066,15.817171,8.838076,-4.5730605,-9.2474985,-3.3830516,11.741969,5.596779,-5.6319947,4.7041006,-11.32823,6.569658,-2.0742297,-2.1624453
7.9789605,-7.0276346,-1.4792905,-5.9293404,-11.491397,-12.117475,5.31516,-0.652313,13.799088,16.2336,-5.7436714,21.644857,-0.19986548,10.416396,-8.944624,-4.5044265,-3.9452085,6.4570994,-8.219941,4.8445964
-13.39578,5.2767406,6.3883204,-4.9548807,-3.1424541,-1.6229032,1.1128749,-6.484104,0.69972944,-16.518515,5.626215,-9.085179,-0.18947808,-12.502906,-10.782278,14.147316,2.3550563,-6.729897,17.761606,-0.34874302
